| Character   |   Char count |   Bit number |
|            |            3 |           24 |
|            |            3 |           24 |
| 紇          |            3 |           24 |
| 喃          |            3 |           24 |
| 攸          |            3 |           24 |
| 爸          |            3 |           24 |
| 愿          |            3 |           24 |
| 퓌          |            3 |           24 |
| 莓          |            3 |           24 |
| 忌          |            3 |           24 |
| 浏          |            3 |           24 |
| 闡          |            3 |           24 |
| ዌ           |            3 |           24 |
| 註          |            3 |           24 |
| ㄒ          |            3 |           24 |
| ㄙ          |            3 |           24 |
| ㄝ          |            3 |           24 |
| ㄦ          |            3 |           24 |
| ㄘ          |            3 |           24 |
| ㄎ          |            3 |           24 |
| ㄏ          |            3 |           24 |
| 厂          |            3 |           24 |
| ㄗ          |            3 |           24 |
| ㄖ          |            3 |           24 |
| ㄊ          |            3 |           24 |
| 爹          |            3 |           24 |
| 禍          |            3 |           24 |
| 钓          |            3 |           24 |
| 剃          |            3 |           24 |
| 糾          |            3 |           24 |
| 粘          |            3 |           24 |
| 鮭          |            3 |           24 |
| 错          |            3 |           24 |
| 贯          |            3 |           24 |
| 醛          |            3 |           24 |
| 팜          |            3 |           24 |
| 峠          |            3 |           24 |
| 榊          |            3 |           24 |
| 舵          |            3 |           24 |
| 띠          |            3 |           24 |
| 橡          |            3 |           24 |
| 檬          |            3 |           24 |
| 聊          |            3 |           24 |
| 絡          |            3 |           24 |
